,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes,Num,Won,id
1378,1970,38,DET,NFL,14,10,4,0,0.714,14.0,7.4,6.6,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,SchmJo0
1379,1971,39,DET,NFL,14,7,6,1,0.538,4.1,6.5,-2.4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,SchmJo0
1380,1972,40,DET,NFL,14,8,5,1,0.607,4.4,4.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,SchmJo0
1381,1973,39,BAL,NFL,14,4,10,0,0.286,-8.4,-2.4,-5.9,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,SchnHo0
1382,1974,40,BAL,NFL,3,0,3,0,0.0,-8.7,-4.6,-4.1,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,SchnHo0
1383,2025,52,DAL,NFL,17,7,9,1,0.441,-4.1,4.6,-8.7,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,SchoBr0
1384,1984,41,CLE,NFL,8,4,4,0,0.5,-3.8,-6.1,2.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,SchoMa0
1385,1985,42,CLE,NFL,16,8,8,0,0.5,-1.3,-4.7,3.4,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,SchoMa0
1386,1986,43,CLE,NFL,16,12,4,0,0.75,3.6,2.9,0.7,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,SchoMa0
1387,1987,44,CLE,NFL,15,10,5,0,0.667,10.8,5.3,5.5,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,SchoMa0
1388,1988,45,CLE,NFL,16,10,6,0,0.625,0.5,-3.5,4.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,SchoMa0
1389,1989,46,KAN,NFL,16,8,7,1,0.531,2.0,-0.1,2.1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,SchoMa0
1390,1990,47,KAN,NFL,16,11,5,0,0.688,6.7,2.7,4.1,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,SchoMa0
1391,1991,48,KAN,NFL,16,10,6,0,0.625,6.4,1.8,4.5,2.0,1.0,1.0,0.5,2.0,0.0,0.0,0.0,SchoMa0
1392,1992,49,KAN,NFL,16,10,6,0,0.625,3.4,3.7,-0.2,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,SchoMa0
1393,1993,50,KAN,NFL,16,11,5,0,0.688,2.9,1.9,1.0,3.0,2.0,1.0,0.667,1.0,0.0,0.0,0.0,SchoMa0
1394,1994,51,KAN,NFL,16,9,7,0,0.563,0.9,-1.3,2.1,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,SchoMa0
1395,1995,52,KAN,NFL,16,13,3,0,0.813,7.6,0.8,6.9,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,SchoMa0
1396,1996,53,KAN,NFL,16,9,7,0,0.563,1.8,-0.7,2.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,SchoMa0
1397,1997,54,KAN,NFL,16,13,3,0,0.813,8.4,1.8,6.6,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,SchoMa0
1398,1998,55,KAN,NFL,16,7,9,0,0.438,-3.1,-0.7,-2.4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,SchoMa0
1399,2001,58,WAS,NFL,16,8,8,0,0.5,-3.7,-4.0,0.4,0.0,0.0,0.0,0.0,2.0,0.0,8.0,3.0,SchoMa0
1400,2002,59,SDG,NFL,16,8,8,0,0.5,-0.7,-1.0,0.2,0.0,0.0,0.0,0.0,3.0,0.0,8.0,1.0,SchoMa0
1401,2003,60,SDG,NFL,16,4,12,0,0.25,-6.8,-0.6,-6.2,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,SchoMa0
1402,2004,61,SDG,NFL,16,12,4,0,0.75,9.1,6.1,3.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,4.0,SchoMa0
1403,2005,62,SDG,NFL,16,9,7,0,0.563,9.9,7.1,2.9,0.0,0.0,0.0,0.0,3.0,0.0,9.0,6.0,SchoMa0
1404,2006,63,SDG,NFL,16,14,2,0,0.875,10.2,10.0,0.2,1.0,0.0,1.0,0.0,1.0,0.0,8.0,3.0,SchoMa0
1405,2009,43,DET,NFL,16,2,14,0,0.125,-14.4,-5.2,-9.2,0.0,0.0,0.0,0.0,4.0,0.0,6.0,2.0,SchwJi0
1406,2010,44,DET,NFL,16,6,10,0,0.375,1.9,2.4,-0.5,0.0,0.0,0.0,0.0,3.0,0.0,5.0,2.0,SchwJi0
1407,2011,45,DET,NFL,16,10,6,0,0.625,6.1,6.9,-0.8,1.0,0.0,1.0,0.0,2.0,0.0,8.0,6.0,SchwJi0
1408,2012,46,DET,NFL,16,4,12,0,0.25,-2.3,2.1,-4.4,0.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,SchwJi0
1409,2013,47,DET,NFL,16,7,9,0,0.438,-1.6,-1.2,-0.5,0.0,0.0,0.0,0.0,3.0,0.0,5.0,4.0,SchwJi0
1410,1989,49,SFO,NFL,16,14,2,0,0.875,10.7,5.8,4.9,3.0,3.0,0.0,1.0,1.0,Super Bowl Champions,0.0,0.0,SeifGe0
1411,1990,50,SFO,NFL,16,14,2,0,0.875,5.8,1.2,4.6,2.0,1.0,1.0,0.5,1.0,0,0.0,0.0,SeifGe0
1412,1991,51,SFO,NFL,16,10,6,0,0.625,10.9,6.6,4.3,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,SeifGe0
1413,1992,52,SFO,NFL,16,14,2,0,0.875,11.8,7.3,4.5,2.0,1.0,1.0,0.5,1.0,0,0.0,0.0,SeifGe0
1414,1993,53,SFO,NFL,16,10,6,0,0.625,9.7,9.9,-0.3,2.0,1.0,1.0,0.5,1.0,0,0.0,0.0,SeifGe0
1415,1994,54,SFO,NFL,16,13,3,0,0.813,11.6,9.9,1.7,3.0,3.0,0.0,1.0,1.0,Super Bowl Champions,0.0,0.0,SeifGe0
1416,1995,55,SFO,NFL,16,11,5,0,0.688,11.8,6.5,5.3,1.0,0.0,1.0,0.0,1.0,0,0.0,0.0,SeifGe0
1417,1996,56,SFO,NFL,16,12,4,0,0.75,8.0,3.7,4.3,2.0,1.0,1.0,0.5,2.0,0,0.0,0.0,SeifGe0
1418,1999,59,CAR,NFL,16,8,8,0,0.5,-1.1,3.0,-4.0,0.0,0.0,0.0,0.0,2.0,0,1.0,0.0,SeifGe0
1419,2000,60,CAR,NFL,16,7,9,0,0.438,-1.1,-3.6,2.5,0.0,0.0,0.0,0.0,3.0,0,4.0,0.0,SeifGe0
1420,2001,61,CAR,NFL,16,1,15,0,0.063,-8.9,-4.6,-4.4,0.0,0.0,0.0,0.0,5.0,0,3.0,2.0,SeifGe0
1421,2017,38,SFO,NFL,16,6,10,0,0.375,-2.9,-0.8,-2.1,0.0,0.0,0.0,0.0,4.0,0,6.0,5.0,ShanKy0
1422,2018,39,SFO,NFL,16,4,12,0,0.25,-5.5,-2.5,-3.1,0.0,0.0,0.0,0.0,3.0,0,6.0,2.0,ShanKy0
1423,2019,40,SFO,NFL,16,13,3,0,0.813,11.0,6.7,4.3,3.0,2.0,1.0,0.667,1.0,NFC Champions,7.0,4.0,ShanKy0
1424,2020,41,SFO,NFL,16,6,10,0,0.375,0.8,0.2,0.7,0.0,0.0,0.0,0.0,4.0,0,6.0,3.0,ShanKy0
1425,2021,42,SFO,NFL,17,10,7,0,0.588,3.8,1.8,1.9,3.0,2.0,1.0,0.667,3.0,0,3.0,2.0,ShanKy0
1426,2022,43,SFO,NFL,17,13,4,0,0.765,7.9,3.3,4.6,3.0,2.0,1.0,0.667,1.0,0,6.0,4.0,ShanKy0
1427,2023,44,SFO,NFL,17,12,5,0,0.706,11.8,7.1,4.7,3.0,2.0,1.0,0.667,1.0,NFC Champions,3.0,1.0,ShanKy0
1428,2024,45,SFO,NFL,17,6,11,0,0.353,-1.2,0.9,-2.1,0.0,0.0,0.0,0.0,4.0,0,6.0,2.0,ShanKy0
1429,2025,46,SFO,NFL,17,12,5,0,0.706,6.0,3.7,2.3,2.0,1.0,1.0,0.5,2.0,0,4.0,1.0,ShanKy0
1430,1988,36,RAI,NFL,16,7,9,0,0.438,-3.6,-0.3,-3.3,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,ShanMi0
1431,1989,37,RAI,NFL,4,1,3,0,0.25,1.8,0.0,1.9,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,ShanMi0
1432,1995,43,DEN,NFL,16,8,8,0,0.5,3.1,3.3,-0.2,0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,ShanMi0
1433,1996,44,DEN,NFL,16,13,3,0,0.813,7.6,3.7,3.9,1.0,0.0,1.0,0.0,1.0,0,0.0,0.0,ShanMi0
1434,1997,45,DEN,NFL,16,12,4,0,0.75,10.7,8.1,2.6,4.0,4.0,0.0,1.0,2.0,Super Bowl Champions,0.0,0.0,ShanMi0
1435,1998,46,DEN,NFL,16,14,2,0,0.875,8.9,9.5,-0.6,3.0,3.0,0.0,1.0,1.0,Super Bowl Champions,0.0,0.0,ShanMi0
1436,1999,47,DEN,NFL,16,6,10,0,0.375,3.4,1.0,2.4,0.0,0.0,0.0,0.0,5.0,0,4.0,0.0,ShanMi0
1437,2000,48,DEN,NFL,16,11,5,0,0.688,5.0,7.8,-2.7,1.0,0.0,1.0,0.0,2.0,0,11.0,5.0,ShanMi0
1438,2001,49,DEN,NFL,16,8,8,0,0.5,-0.5,0.5,-1.0,0.0,0.0,0.0,0.0,3.0,0,10.0,2.0,ShanMi0
1439,2002,50,DEN,NFL,16,9,7,0,0.563,4.9,3.0,1.9,0.0,0.0,0.0,0.0,2.0,0,6.0,2.0,ShanMi0
1440,2003,51,DEN,NFL,16,10,6,0,0.625,5.5,2.4,3.1,1.0,0.0,1.0,0.0,2.0,0,6.0,2.0,ShanMi0
1441,2004,52,DEN,NFL,16,10,6,0,0.625,5.9,1.6,4.3,1.0,0.0,1.0,0.0,2.0,0,9.0,5.0,ShanMi0
1442,2005,53,DEN,NFL,16,13,3,0,0.813,10.8,5.0,5.8,2.0,1.0,1.0,0.5,1.0,0,18.0,11.0,ShanMi0
1443,2006,54,DEN,NFL,16,9,7,0,0.563,1.3,-0.8,2.1,0.0,0.0,0.0,0.0,3.0,0,8.0,4.0,ShanMi0
1444,2007,55,DEN,NFL,16,7,9,0,0.438,-3.9,-0.2,-3.8,0.0,0.0,0.0,0.0,2.0,0,10.0,5.0,ShanMi0
1445,2008,56,DEN,NFL,16,8,8,0,0.5,-5.8,0.7,-6.5,0.0,0.0,0.0,0.0,2.0,0,9.0,2.0,ShanMi0
1446,2010,58,WAS,NFL,16,6,10,0,0.375,-3.8,-3.4,-0.5,0.0,0.0,0.0,0.0,4.0,0,7.0,2.0,ShanMi0
1447,2011,59,WAS,NFL,16,5,11,0,0.313,-4.1,-4.3,0.2,0.0,0.0,0.0,0.0,4.0,0,6.0,2.0,ShanMi0
1448,2012,60,WAS,NFL,16,10,6,0,0.625,3.4,4.6,-1.2,1.0,0.0,1.0,0.0,1.0,0,6.0,2.0,ShanMi0
1449,2013,61,WAS,NFL,16,3,13,0,0.188,-9.3,-3.9,-5.4,0.0,0.0,0.0,0.0,4.0,0,6.0,3.0,ShanMi0
1450,1989,43,RAI,NFL,12,7,5,0,0.583,1.8,0.0,1.9,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,ShelAr0
1451,1990,44,RAI,NFL,16,12,4,0,0.75,6.6,2.2,4.4,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,ShelAr0
1452,1991,45,RAI,NFL,16,9,7,0,0.563,1.4,0.3,1.1,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,ShelAr0
1453,1992,46,RAI,NFL,16,7,9,0,0.438,-1.6,-3.2,1.5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,ShelAr0
1454,1993,47,RAI,NFL,16,10,6,0,0.625,-0.7,1.1,-1.7,2.0,1.0,1.0,0.5,2.0,0.0,0.0,0.0,ShelAr0
1455,1994,48,RAI,NFL,16,9,7,0,0.563,-1.6,-1.9,0.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,ShelAr0
1456,2006,60,OAK,NFL,16,2,14,0,0.125,-9.6,-10.3,0.7,0.0,0.0,0.0,0.0,4.0,0.0,8.0,1.0,ShelAr0
1457,2000,46,GNB,NFL,16,9,7,0,0.563,2.5,1.8,0.7,0.0,0.0,0.0,0.0,3.0,0.0,5.0,1.0,SherMi0
1458,2001,47,GNB,NFL,16,12,4,0,0.75,6.6,4.0,2.6,2.0,1.0,1.0,0.5,2.0,0.0,8.0,3.0,SherMi0
1459,2002,48,GNB,NFL,16,12,4,0,0.75,3.6,2.4,1.2,1.0,0.0,1.0,0.0,1.0,0.0,5.0,2.0,SherMi0
1460,2003,49,GNB,NFL,16,10,6,0,0.625,8.1,6.2,1.9,2.0,1.0,1.0,0.5,1.0,0.0,5.0,2.0,SherMi0
1461,2004,50,GNB,NFL,16,10,6,0,0.625,0.3,4.3,-4.0,1.0,0.0,1.0,0.0,1.0,0.0,10.0,3.0,SherMi0
1462,2005,51,GNB,NFL,16,4,12,0,0.25,-3.7,-1.5,-2.2,0.0,0.0,0.0,0.0,4.0,0.0,7.0,1.0,SherMi0
1463,1975,46,NYJ,NFL,5,1,4,0,0.2,-8.3,-1.2,-7.1,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,ShipKe0
1464,1990,55,CLE,NFL,7,1,6,0,0.143,-13.0,-5.2,-7.8,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,ShofJi0
1465,1992,33,CIN,NFL,16,5,11,0,0.313,-6.6,-0.9,-5.7,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,ShulDa0
1466,1993,34,CIN,NFL,16,3,13,0,0.188,-8.4,-7.4,-1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,ShulDa0
1467,1994,35,CIN,NFL,16,3,13,0,0.188,-6.9,-1.6,-5.4,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,ShulDa0
1468,1995,36,CIN,NFL,16,7,9,0,0.438,-1.7,0.1,-1.9,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,ShulDa0
1469,1996,37,CIN,NFL,7,1,6,0,0.143,-0.1,2.5,-2.6,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,ShulDa0
1470,1970,40,MIA,NFL,14,10,4,0,0.714,-1.3,-1.3,0.0,1.0,0.0,1.0,0.0,2.0,0,0.0,0.0,ShulDo0
1471,1971,41,MIA,NFL,14,10,3,1,0.769,7.7,2.4,5.3,3.0,2.0,1.0,0.667,1.0,AFC Champions,0.0,0.0,ShulDo0
1472,1972,42,MIA,NFL,14,14,0,0,1.0,11.0,4.5,6.5,3.0,3.0,0.0,1.0,1.0,Super Bowl Champions,0.0,0.0,ShulDo0
1473,1973,43,MIA,NFL,14,12,2,0,0.857,13.3,5.0,8.3,3.0,3.0,0.0,1.0,1.0,Super Bowl Champions,0.0,0.0,ShulDo0
1474,1974,44,MIA,NFL,14,11,3,0,0.786,6.1,3.9,2.3,1.0,0.0,1.0,0.0,1.0,0,0.0,0.0,ShulDo0
1475,1975,45,MIA,NFL,14,10,4,0,0.714,9.3,3.3,6.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,ShulDo0
1476,1976,46,MIA,NFL,14,6,8,0,0.429,-0.1,-1.8,1.7,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,ShulDo0
1477,1977,47,MIA,NFL,14,10,4,0,0.714,7.8,4.4,3.5,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,ShulDo0
1478,1978,48,MIA,NFL,16,11,5,0,0.688,7.6,4.2,3.3,1.0,0.0,1.0,0.0,2.0,0,0.0,0.0,ShulDo0
1479,1979,49,MIA,NFL,16,10,6,0,0.625,4.3,0.3,4.0,1.0,0.0,1.0,0.0,1.0,0,0.0,0.0,ShulDo0
1480,1980,50,MIA,NFL,16,8,8,0,0.5,-1.6,-4.6,3.1,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,ShulDo0
1481,1981,51,MIA,NFL,16,11,4,1,0.719,2.9,0.1,2.8,1.0,0.0,1.0,0.0,1.0,0,0.0,0.0,ShulDo0
1482,1982,52,MIA,NFL,9,7,2,0,0.778,8.2,2.6,5.6,4.0,3.0,1.0,0.75,1.0,AFC Champions,0.0,0.0,ShulDo0
1483,1983,53,MIA,NFL,16,12,4,0,0.75,7.7,2.6,5.2,1.0,0.0,1.0,0.0,1.0,0,0.0,0.0,ShulDo0
1484,1984,54,MIA,NFL,16,14,2,0,0.875,10.6,9.1,1.5,3.0,2.0,1.0,0.667,1.0,AFC Champions,0.0,0.0,ShulDo0
1485,1985,55,MIA,NFL,16,12,4,0,0.75,7.0,6.1,0.9,2.0,1.0,1.0,0.5,1.0,0,0.0,0.0,ShulDo0
1486,1986,56,MIA,NFL,16,8,8,0,0.5,0.5,6.2,-5.7,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,ShulDo0
1487,1987,57,MIA,NFL,15,8,7,0,0.533,2.1,3.2,-1.1,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,ShulDo0
1488,1988,58,MIA,NFL,16,6,10,0,0.375,-2.8,1.0,-3.9,0.0,0.0,0.0,0.0,5.0,0,0.0,0.0,ShulDo0
1489,1989,59,MIA,NFL,16,8,8,0,0.5,-4.8,-0.6,-4.2,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,ShulDo0
1490,1990,60,MIA,NFL,16,12,4,0,0.75,4.7,0.5,4.2,2.0,1.0,1.0,0.5,2.0,0,0.0,0.0,ShulDo0
1491,1991,61,MIA,NFL,16,8,8,0,0.5,-4.1,0.7,-4.8,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,ShulDo0
1492,1992,62,MIA,NFL,16,11,5,0,0.688,1.5,2.1,-0.6,2.0,1.0,1.0,0.5,1.0,0,0.0,0.0,ShulDo0
1493,1993,63,MIA,NFL,16,9,7,0,0.563,-0.5,3.9,-4.3,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,ShulDo0
1494,1994,64,MIA,NFL,16,10,6,0,0.625,4.2,4.5,-0.3,2.0,1.0,1.0,0.5,1.0,0,0.0,0.0,ShulDo0
1495,1995,65,MIA,NFL,16,9,7,0,0.563,2.7,3.1,-0.4,1.0,0.0,1.0,0.0,3.0,0,0.0,0.0,ShulDo0
1496,2011,46,CLE,NFL,16,4,12,0,0.25,-5.4,-7.2,1.8,0.0,0.0,0.0,0.0,4.0,0,5.0,3.0,ShurPa0
1497,2012,47,CLE,NFL,16,5,11,0,0.313,-5.3,-4.6,-0.7,0.0,0.0,0.0,0.0,4.0,0,7.0,3.0,ShurPa0
1498,2015,50,PHI,NFL,1,1,0,0,1.0,-4.6,-0.6,-4.0,0.0,0.0,0.0,0.0,2.0,Interim head coach for Week 17,0.0,0.0,ShurPa0
1499,2018,53,NYG,NFL,16,5,11,0,0.313,-2.2,0.8,-2.9,0.0,0.0,0.0,0.0,4.0,0,5.0,2.0,ShurPa0
1500,2019,54,NYG,NFL,16,4,12,0,0.25,-7.9,-1.8,-6.1,0.0,0.0,0.0,0.0,3.0,0,7.0,0.0,ShurPa0
1501,2008,50,SFO,NFL,9,5,4,0,0.556,-5.3,-2.9,-2.4,0.0,0.0,0.0,0.0,2.0,Coach starting Week 8,4.0,1.0,SingMi0
1502,2009,51,SFO,NFL,16,8,8,0,0.5,0.1,-2.9,3.0,0.0,0.0,0.0,0.0,2.0,0,8.0,4.0,SingMi0
1503,2010,52,SFO,NFL,15,5,10,0,0.333,-5.8,-4.7,-1.1,0.0,0.0,0.0,0.0,3.0,Fired after Week 16,6.0,4.0,SingMi0
1504,2021,40,PHI,NFL,17,9,8,0,0.529,2.5,2.6,-0.1,1.0,0.0,1.0,0.0,2.0,0,7.0,5.0,SiriNi0
1505,2022,41,PHI,NFL,17,14,3,0,0.824,6.5,5.8,0.7,3.0,2.0,1.0,0.667,1.0,NFC Champions,3.0,1.0,SiriNi0
1506,2023,42,PHI,NFL,17,11,6,0,0.647,-0.1,3.6,-3.7,1.0,0.0,1.0,0.0,2.0,0,2.0,1.0,SiriNi0
1507,2024,43,PHI,NFL,17,14,3,0,0.824,7.7,3.0,4.7,4.0,4.0,0.0,1.0,1.0,Super Bowl Champions,4.0,3.0,SiriNi0
1508,2025,44,PHI,NFL,17,11,6,0,0.647,2.8,-1.8,4.5,1.0,0.0,1.0,0.0,1.0,0,3.0,1.0,SiriNi0
1509,1971,50,CLE,NFL,14,9,5,0,0.643,0.3,1.1,-0.8,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,SkorNi0
1510,1972,51,CLE,NFL,14,10,4,0,0.714,0.3,-1.6,1.9,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,SkorNi0
1511,1973,52,CLE,NFL,14,7,5,2,0.571,-1.2,-2.6,1.4,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,SkorNi0
1512,1974,53,CLE,NFL,14,4,10,0,0.286,-4.2,0.5,-4.7,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,SkorNi0
1513,2021,39,ATL,NFL,17,7,10,0,0.412,-8.5,-4.2,-4.3,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,SmitAr0
1514,2022,40,ATL,NFL,17,7,10,0,0.412,-2.1,-0.1,-2.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,SmitAr0
1515,2023,41,ATL,NFL,17,7,10,0,0.412,-5.0,-3.6,-1.4,0.0,0.0,0.0,0.0,3.0,0.0,8.0,4.0,SmitAr0
1516,2023,55,LAC,NFL,3,0,3,0,0.0,-2.2,-0.6,-1.6,0.0,0.0,0.0,0.0,4.0,Interim coach after week 15,0.0,0.0,SmitGi0
1517,1971,41,DEN,NFL,5,2,3,0,0.4,-4.5,-5.5,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,SmitJe0
1518,2004,46,CHI,NFL,16,5,11,0,0.313,-8.2,-8.5,0.3,0.0,0.0,0.0,0.0,4.0,0,10.0,4.0,SmitLo0
1519,2005,47,CHI,NFL,16,11,5,0,0.688,1.4,-5.2,6.6,1.0,0.0,1.0,0.0,1.0,0,9.0,2.0,SmitLo0
1520,2006,48,CHI,NFL,16,13,3,0,0.813,7.9,4.9,3.0,3.0,2.0,1.0,0.667,1.0,NFC Champions,11.0,4.0,SmitLo0
1521,2007,49,CHI,NFL,16,7,9,0,0.438,1.2,-0.2,1.4,0.0,0.0,0.0,0.0,4.0,0,6.0,3.0,SmitLo0
1522,2008,50,CHI,NFL,16,9,7,0,0.563,2.1,1.1,1.0,0.0,0.0,0.0,0.0,2.0,0,9.0,3.0,SmitLo0
1523,2009,51,CHI,NFL,16,7,9,0,0.438,-3.9,-1.9,-2.0,0.0,0.0,0.0,0.0,3.0,0,9.0,2.0,SmitLo0
1524,2010,52,CHI,NFL,16,11,5,0,0.688,4.1,-0.6,4.7,2.0,1.0,1.0,0.5,1.0,0,7.0,2.0,SmitLo0
1525,2011,53,CHI,NFL,16,8,8,0,0.5,1.7,-1.5,3.1,0.0,0.0,0.0,0.0,3.0,0,6.0,4.0,SmitLo0
1526,2012,54,CHI,NFL,16,10,6,0,0.625,6.9,1.0,6.0,0.0,0.0,0.0,0.0,3.0,0,5.0,2.0,SmitLo0
1527,2014,56,TAM,NFL,16,2,14,0,0.125,-9.8,-6.5,-3.3,0.0,0.0,0.0,0.0,4.0,0,7.0,4.0,SmitLo0
1528,2015,57,TAM,NFL,16,6,10,0,0.375,-7.7,-3.5,-4.2,0.0,0.0,0.0,0.0,4.0,0,7.0,4.0,SmitLo0
1529,2022,64,HOU,NFL,17,3,13,1,0.206,-8.5,-5.4,-3.1,0.0,0.0,0.0,0.0,4.0,0,2.0,1.0,SmitLo0
1530,2008,49,ATL,NFL,16,11,5,0,0.688,3.8,1.3,2.5,1.0,0.0,1.0,0.0,2.0,0.0,7.0,2.0,SmitMi0
1531,2009,50,ATL,NFL,16,9,7,0,0.563,5.0,2.7,2.3,0.0,0.0,0.0,0.0,2.0,0.0,12.0,5.0,SmitMi0
1532,2010,51,ATL,NFL,16,13,3,0,0.813,6.1,3.8,2.2,1.0,0.0,1.0,0.0,1.0,0.0,8.0,3.0,SmitMi0
1533,2011,52,ATL,NFL,16,10,6,0,0.625,3.5,1.8,1.7,1.0,0.0,1.0,0.0,2.0,0.0,7.0,3.0,SmitMi0
1534,2012,53,ATL,NFL,16,13,3,0,0.813,6.4,2.0,4.5,2.0,1.0,1.0,0.5,1.0,0.0,5.0,3.0,SmitMi0
1535,2013,54,ATL,NFL,16,4,12,0,0.25,-2.8,1.2,-3.9,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,SmitMi0
1536,2014,55,ATL,NFL,16,6,10,0,0.375,-3.8,0.6,-4.4,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,SmitMi0
1537,2009,50,STL,NFL,16,1,15,0,0.063,-17.4,-11.7,-5.8,0.0,0.0,0.0,0.0,4.0,0,4.0,1.0,SpagSt0
1538,2010,51,STL,NFL,16,7,9,0,0.438,-6.7,-6.3,-0.4,0.0,0.0,0.0,0.0,2.0,0,8.0,4.0,SpagSt0
1539,2011,52,STL,NFL,16,2,14,0,0.125,-10.4,-8.4,-2.1,0.0,0.0,0.0,0.0,4.0,0,3.0,0.0,SpagSt0
1540,2017,58,NYG,NFL,4,1,3,0,0.25,-7.6,-6.4,-1.2,0.0,0.0,0.0,0.0,4.0,Started 12/04,2.0,1.0,SpagSt0
1541,2008,47,MIA,NFL,16,11,5,0,0.688,-0.5,-2.4,1.8,1.0,0.0,1.0,0.0,1.0,0,4.0,2.0,SparTo0
1542,2009,48,MIA,NFL,16,7,9,0,0.438,1.7,2.9,-1.2,0.0,0.0,0.0,0.0,3.0,0,6.0,3.0,SparTo0
1543,2010,49,MIA,NFL,16,7,9,0,0.438,0.3,-2.8,3.1,0.0,0.0,0.0,0.0,3.0,0,4.0,2.0,SparTo0
1544,2011,50,MIA,NFL,13,4,9,0,0.308,0.9,-2.2,3.2,0.0,0.0,0.0,0.0,3.0,Fired after week 14,1.0,1.0,SparTo0
1545,2014,53,OAK,NFL,12,3,9,0,0.25,-9.0,-4.3,-4.7,0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,SparTo0
1546,2002,57,WAS,NFL,16,7,9,0,0.438,-4.5,-2.2,-2.2,0.0,0.0,0.0,0.0,3.0,0.0,6.0,2.0,SpurSt0
1547,2003,58,WAS,NFL,16,5,11,0,0.313,-5.7,-1.9,-3.8,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,SpurSt0
1548,2021,39,LAC,NFL,17,9,8,0,0.529,1.1,5.3,-4.2,0.0,0.0,0.0,0.0,3.0,0,5.0,2.0,StalBr0
1549,2022,40,LAC,NFL,17,10,7,0,0.588,-0.9,0.1,-1.0,1.0,0.0,1.0,0.0,2.0,0,3.0,2.0,StalBr0
1550,2023,41,LAC,NFL,14,5,9,0,0.357,-2.2,-0.6,-1.6,0.0,0.0,0.0,0.0,4.0,fired after week 15,11.0,5.0,StalBr0
1551,1986,51,STL,NFL,16,4,11,1,0.281,-8.1,-6.5,-1.6,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,StalGe0
